ProductID,ProductName,ProductBrand,Gender,Price (INR),NumImages,Description,PrimaryColor
10029205,geox women silver-toned textured leather ballerinas,geox,women,3999,5,"a pair of silver-toned square-toe textured ballerinas with striped detail, has regular styling, slip-on detailleather uppercushioned footbedtextured and patterned outsole",red
10027241,sera women navy blue & maroon printed kurta with palazzos,sera,women,1877,4,"navy blue and maroon printed kurta with palazzosnavy blue and maroon a-line floor length kurta, has a round neck, sleeveless, flared hemwhite solid palazzos, button closure",blue
10029337,geox men black solid leather comfort sandals,geox,men,2499,5,a pair of black comfort sandalsleather upper with buckle closurecushioned footbedpatterned rubber outsolewarranty: 6 monthswarranty provided by brand/manufacturer,black
10020047,locomotive men white tapered fit mid-rise mildly distressed stretchable jeans,locomotive,men,1999,5,"white light wash 5-pocket mid-rise jeans, mildly distressed, no fade, has a button and zip closure, and waistband with belt loops",red
10030731,sera women grey & yellow straight fit printed cigarette trousers,sera,women,711,5,"grey and yellow mid-rise printed mid-rise cigarette trousers, has a slip-on closure",yellow
10030421,geox men black solid leather mid-top sneakers,geox,men,4999,5,"a pair of round-toe black sneakers, has mid-top styling, lace-up detailleather uppercushioned footbedtextured and patterned outsolewarranty: 6 monthswarranty provided by brand/manufacturerengineered with waterproof lining",black
1001944,puma black striped hooded cardigan,puma,men,1749,5,"black cardigan in a striped knitted pattern, has a hood with a drawstring fastening, a full zip closure, and long sleeves",black
10029805,force 10 men grey woven design running shoes,force 10,men,979,5,"a pair of grey running shoes with a tinge of blue, has regular styling, lace-up detailtextile woven design uppercushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand owner / manufacturer",grey
10027285,tokyo talkies women blue & white striped top with trousers,tokyo talkies,women,1071,5,"this two-piece set consists of top and trousersblue and white striped top, has a round neck, short cold-shoulder sleevesblue and white striped trousers, has a slip-on closure, side slits",blue
10021505,bitiya by bhama girls blue a-line dress,bitiya by bhama,girls,739,5,"blue self-design woven a-line dress, has a round neck, short sleeves, button closure,, flared hem",blue
10030293,next look men white & brown slim fit printed semiformal shirt,next look,men,699,5,"white and brown printed semiformal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",white
10019241,xyxx men intellisoft antimicrobial micro modal pack of 2 illuminati briefs xybrf2pckn275,xyxx,men,628,4,"pack of 2 briefs in black & navy with contoured front pouch and anti-microbial finish that prevents odours and rashes.

key features:

intellisoft: our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
feel: 3xsofter and 50% more moisture absorbent than regular cotton.
snug fit:fits your form without clinging to your skin and offers fantastic support.
waistband:anti-roll microfibre waistband that doesn't leave marks.
skin hygiene:flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",other
10033711,shiseido 301 lilac strobe lacquerink lip shine 6 ml,shiseido,women,1870,5,"shade number:  301shade name: lilac strobewhat it is:the unique blend of oils in this hybrid formula offers the shine and comfort of a gloss, while smoothing polymers provide the durable, hydrating color of a lipstick. a custom, concave applicator hugs the contours of the mouth and dispenses the perfect amount of pigment that can be worn alone or layered over other lip products for extra dimension and sheen. this full-coverage fluid deposits inky color with a vivid, vinyl finish. dermatologist-tested.features:glossy oils: provide a comfortable, non-sticky feel and a lacquer-like finish.liqui-ink technology: uses a minimal amount of waxes to deposit intense pigment with the weightless glide of a gloss.ultra-fine pigments: offer intense, full-coverage color that lasts.",other
10024935,parx men blue solid regular-fit single-breasted formal suit,parx,men,3599,5,"blue solid formal suitblue solid regular-fit blazer, has a notched lapel, single-breasted with double-button closure, long sleeves, two flap pockets, one welt pocket, and a double-vented back hema pair of blue solid mid-rise trousers, has a waistband with belt loops, a zip fly with a button closure, two pockets.",blue
10031183,moedbuille women silver-plated & blue handcrafted jewellery set,moedbuille,women,454,5,"this jewellery set consists of a necklace, a pair of earrings and a finger ringsilver-plated and blue handcrafted necklace, has a centre piece with textured detail and multiple danglers, secured with drawstring fasteninga pair of matching drop earrings, secured with post and back closure",blue
10021147,mbe women blue & yellow printed straight kurta,mbe,women,496,5,"blue and yellow printed straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",blue
10029327,geox women coral red solid suede flats,geox,women,3499,5,"a pair of coral red pointed toe flats, has regular styling, backstrap detailsuede uppercushioned footbedtextured and patterned outsolewarranty: 6 monthswarranty provided by brand/ manufacturer",red
10029391,geox women gold-toned woven design leather open toe flats,geox,women,2999,5,"a pair of gold-toned open-toed textured flats, has regular styling, buckle detailleather uppercushioned footbedtextured and patterned outsolewarranty: 6 monthswarranty provided by brand owner / manufacturer",gold
10029993,next look men grey & white slim fit printed formal shirt,next look,men,649,5,"grey and white printed formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",white
10018191,puma men blue gamble xt idp sneakers,puma,men,1999,5,"a pair of round-toe blue sneakers, has regular styling, lace-up detailtextile uppercushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",blue
10029627,next look men grey slim fit self design formal shirt,next look,men,599,5,"grey self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",grey
10028245,park avenue men pink slim fit self design formal shirt,park avenue,men,899,5,"pink self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",pink
10019773,carlton london women coral pink solid top,carlton london,women,625,5,"coral pink solid woven regular top, has a round neck, short sleeves, button closure",pink
10033617,shiseido 206 botan visionairy gel lipstick 1.6 g,shiseido,women,2125,6,"shade number : 206shade name: botan        what it is:using revolutionary triple gel technology, this breakthrough formula allows high levels of pigment to converge with water for cushiony, comfortable, weightless color that stays put for six hours.what it does:this ultra-sleek lipstick bullet glides on to deliver bold, high-impact color in a single stroke. available in 28 shades inspired by modern tokyo. dermatologist-tested.features:triple gel technology: delivers a sensorial feel, true color payoff, and a weightless on the lips.water infused: delivers a cooling sensation upon application.moisturizing ingredients: help keep lips feeling soft and hydrated.",other
10035405,anekaant beige & off-white self design shoulder bag,anekaant,women,899,5,"beige self design shoulder bag, has a zip closure1 main compartment, 3 inner pocketstwo handles",white
10035865,msc women gold-toned solid open toe flats,msc,women,699,5,"a pair of gold-toned round-toe flats, has regular styling, backstrap detailsynthetic uppercushioned footbedtextured and patterned outsole",gold
10019677,carlton london women navy blue solid wrap top,carlton london,women,625,5,"navy solid woven wrap top, has a v-neck, three-quarter sleeves, and button closure",blue
10028081,park avenue men pink slim fit colourblocked casual shirt,park avenue,men,1999,5,"pink colourblocked casual shirt, has a mandarin collar, long sleeves, button placket, curved hem, and 1 patch pocket",pink
10035653,healers women tan solid open toe flats,healers,women,2429,5,"a pair of tan open-toed flats, has regular styling, slip-on detailsynthetic uppercushioned footbedtextured and patterned outsole",other
10019615,carlton london women blue & white floral print a-line dress,carlton london,women,850,5,"blue and white printed woven a-line dress, has shoulder straps, concealed zip closure, an attached lining, and flared hemcomes with a belt",blue
10029021,geox women black leather perforated slip-on sneakers,geox,women,4999,5,"a pair of round-toe black slip-on sneakers, has regular styling, slip-on detailleather perforated upper with textured detailcushioned footbedtextured and patterned outsoleengineered with waterproof liningwarranty: 6 monthswarranty provided by brand/manufacturer",black
10019269,xyxx men intellisoft antimicrobial micro modal pack of 3 illuminati briefs xybrf3pckn349,xyxx,men,889,5,"pack of 3 briefs in navy & grey & black with contoured front pouch and anti-microbial finish that prevents odours and rashes.

key features:

intellisoft: our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
feel: 3xsofter and 50% more moisture absorbent than regular cotton.
snug fit:fits your form without clinging to your skin and offers fantastic support.
waistband:anti-roll microfibre waistband that doesn't leave marks.
skin hygiene:flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",other
10035825,next look men blue printed polo collar t-shirt,next look,men,499,5,"blue printed t-shirt, has a polo collar, and short sleeves",blue
10021609,park avenue men beige solid slim fit regular shorts,park avenue,men,674,5,"beige solid mid-rise regular shorts, has four pockets, a button closure",beige
10028951,msc women blue solid open toe flats,msc,women,679,5,"a pair of blue open-toed flats, has regular styling, velcro detailsynthetic uppercushioned footbedtextured and patterned outsole",blue
10033663,shiseido 208 streaming mauve visionairy gel lipstick 1.6gms,shiseido,women,2125,3,"shiseido 208 streaming mauve visionairy gel lipstickshade no: 208shade name: streaming mauvewhat it is:using revolutionary triple gel technology, this breakthrough formula allows high levels of pigment to converge with water for cushiony, comfortable, weightless color that stays put for six hours. this ultra-sleek lipstick bullet glides on to deliver bold, high-impact color in a single stroke. available in 28 shades inspired by modern tokyo. dermatologist-tested.   ",other
10030665,hrx by hrithik roshan boys navy printed rapid dry active training sweatshirt,hrx by hrithik roshan,boys,699,5,commit to your workouts with the hrx boy's training sweatshirt. this pullover styled sweatshirt keeps you warm throughout your workout while the graphic print makes a smart style statement.featurestraining sweatshirt for your daily workouts.reflective logo printopening: pulloverneck: roundsleeve: full sleevesprint: printedfabric: terry knit,navy
10030095,next look men blue regular fit self design formal shirt,next look,men,549,5,"blue self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",blue
10018797,varanga women yellow printed straight kurta,varanga,women,695,5,"yellow printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slits",yellow
10019519,xyxx men intellisoft antimicrobial micro modal pack of 3 illuminati trunks xytrnk3pckn374,xyxx,men,940,5,"pack of 3 trunks in navy & black with contoured front pouch and anti-microbial finish that prevents odours and rashes.

key features:

intellisoft: our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
feel: 3xsofter and 50% more moisture absorbent than regular cotton.
snug fit:fits your form without clinging to your skin and offers fantastic support.
waistband:anti-roll microfibre waistband that doesn't leave marks.
skin hygiene:flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",other
10030007,next look men navy blue slim fit printed casual shirt,next look,men,599,5,"navy blue printed casual shirt, has a spread collar, long sleeves, button placket, and straight hem",blue
10029087,geox women white & silver-toned leather open toe flats,geox,women,2999,5,"a pair of white & silver-toned open-toe flats, has regular styling, zip detailleather uppercushioned footbedtextured and patterned outsolewarranty: 6 monthswarranty provided by brand owner / manufacturer",white
10019087,xyxx men checkered pack of 3 checkmate pure cotton boxer xybox3pckn110,xyxx,men,957,5,"pack of 3 navy, grey &  black  regular-fit checked boxers with a microfibre waistband.key features:intelli ease:our intelli ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. fit: relaxed fit for everyday wear.functionality: single back patch pocket to keep important belongings and a concealed button placket.waistband:soft, anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.skin hygiene:enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",red
10030079,next look men purple slim fit self design formal shirt,next look,men,599,5,"purple self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",purple
10019193,xyxx men printed pack of 3 remix pure cotton boxer xybox3pckn124,xyxx,men,967,5,"pack of 3 yellow, black & navy regular-fit printed boxers with a microfibre waistband and pockets on both sides.key features:intelli ease:our intelli ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. fit: relaxed fit for everyday wear.functionality: dual side pockets to keep important belongings and a concealed button placket.waistband:soft, anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.skin hygiene:enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",other
10018809,varanga women pink & beige printed kurta with skirt,varanga,women,1699,5,"pink and beige printed kurta with skirt pink and beige straight calf length kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slitspink and beige  printed skirt, has elasticated waistband, slip-on closure",pink
10021541,sej by nisha gupta black & red wood tissue holder,sej by nisha gupta,unisex,699,3,pattern: printedfinish: mattematerial: wood,red
1002097,ether men white & blue colorblocked oxford polo t-shirt,ether,men,699,5,"white and blue patterned pique knit polo t-shirt, has a contrast polo collar, a short button placket, short contrast sleeves, a vented hemline with the back slightly longer than the front",blue
10030211,next look men grey slim fit self design formal shirt,next look,men,599,5,"grey self-design formal shirt, has a mandarin collar, long sleeves, button placket, straight hem, and 1 patch pocket",grey
10032075,dressberry women pink printed sweatshirt,dressberry,women,539,5,"pink printed sweatshirt, has a round neck, long sleeves, ribbed hem",pink
10035859,msc women pink solid one toe flats,msc,women,649,5,"a pair of pink open-toed flats, has regular styling, slip-on detailsynthetic uppercushioned footbedtextured and patterned outsole",pink
10030303,next look men red & white regular fit checked formal shirt,next look,men,599,5,"red and white checked formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",red
10018967,geox women coral pink textured sneakers,geox,women,3499,5,"a pair of round-toe coral pink sneakers, has regular styling, lace-up detailsuede and fabric uppercushioned footbedtextured and patterned outsolewarranty: 6 monthswarranty provided by brand/manufacturer",red
10018311,parx men grey slim fit printed casual shirt,parx,men,647,5,"grey printed casual shirt, has a spread collar, long sleeves, button placket, curved hem and one patch pocket",grey
10025885,exclusivelane mustard brown set of 2 geometric square cushion covers,exclusivelane,unisex,699,5,set content: 2 cushion coverscolour: - comes in mustard brown & golden colour.shape: squarepattern: geometricfeatures:- ideal to be used in your living room or bed room.- the handblock printing is done on one side of the cushion cover.- depicts handblock printing using the handcraved sheesham blocks.- depicts beautiful geometrical ornaments pattern handblocked on the cushion.- comes with an invisible zipper closure at the back.- does not comes with the cushion filler.- do not expose the product to excessive heat and sunlight for long. indoor use recommended.- this product has been made by hand and may have slight irregularities that are a natural outcome of the human involvement in the process.,brown
10018987,geox men grey slip-on sneakers,geox,men,3249,5,"a pair of round-toe grey slip-on sneakers, has regular styling, slip-on detailcanvas uppercushioned footbedtextured and patterned outsoleengineered with waterproof lining warranty: 6 monthswarranty provided by brand/manufacturer",grey
10028555,park avenue men blue regular fit mid-rise clean look jeans,park avenue,men,1049,5,"blue light wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",blue
10028741,park avenue men brown regular fit solid formal trousers,park avenue,men,2399,5,"brown solid mid-rise trousers, button closure, and 4 pocketsthe stylist has paired this pair of trousers with a belt. this pair of trousers does not come with a belt",brown
10028095,park avenue men blue slim fit printed formal shirt,park avenue,men,1259,5,"blue printed formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",blue
10018795,varanga women mustard yellow & red printed straight kurta,varanga,women,695,5,"mustard yellow and orange printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem and side slits",red
10018851,raymond men peach-coloured regular fit self design formal shirt,raymond,men,1349,5,"peach-coloured self-design formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",red
10018879,sej by nisha gupta red & blue printed table runner,sej by nisha gupta,unisex,699,3,set content: one runner type: table runner colour: red and blue fabric: polycotton shape: rectangular pattern: printed disclaimer : product colour may slightly vary due to photographic lighting sources or your monitor settings.,blue
10019689,carlton london women peach-coloured solid bardot top,carlton london,women,715,5,"peach-coloured solid knitted bardot top with gathered detail, has an off-shoulder neck, and three-quarter sleeves",red
10024391,raymond men grey solid woollen sweater,raymond,men,1399,5,"grey solid sweater, has a v-neck, long sleeves, and ribbed hem",grey
10021549,sej by nisha gupta red printed tissue holder,sej by nisha gupta,unisex,699,3,set content: 1 printed tissue holderpattern: printedfinish: mattematerial: wood,red
10029267,geox men coffee brown leather driving shoes,geox,men,9999,5,"a pair of square toe coffee brown driving shoes, has regular styling, slip-on detailleather uppercushioned footbedtextured and patterned outsolewarranty: 6 monthswarranty provided by brand/manufacturer",brown
10027629,park avenue men maroon slim fit printed party shirt,park avenue,men,1349,5,"maroon printed party shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",maroon
10024499,sej by nisha gupta pink & green printed table placemat,sej by nisha gupta,unisex,399,3,set content: 1 table matshape: rectanglecolour: pink and greenpattern: printedsuitable for: 1 seater tablematerial: cotton,green
10032541,here&now women black & off-white self-design front open sweater,here&now,women,3199,5,"black and off-white self-design sweater, has an open front, long sleeves, and asymmetric hem",black
10032777,here&now men black checked bomber jacket,here&now,men,1329,7,"black checked jacket, has a stand collar, 3 pockets, zip closure, long sleeves, straight hem, and polyester",black
10032791,here&now women silver-toned solid longline parka  jacket,here&now,women,2449,7,"silver-toned solid longline parka  jacket, has a hooded, 2 pockets, zip closure, long sleeves, straight hem, has a detachable faux fur and polyester lining comes with a belt",silver
10026255,park avenue women maroon regular fit printed casual shirt,park avenue,women,509,5,"maroon printed casual shirt, has a spread collar, short sleeves, button placket, and curved hem",maroon
10019531,xyxx men intellisoft antimicrobial micro modal pack of 2 illuminati trunks xytrnk2pckn229,xyxx,men,664,5,"pack of 2 trunks in black & grey with contoured front pouch and anti-microbial finish that prevents odours and rashes.

key features:

intellisoft: our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
feel: 3xsofter and 50% more moisture absorbent than regular cotton.
snug fit:fits your form without clinging to your skin and offers fantastic support.
waistband:anti-roll microfibre waistband that doesn't leave marks.
skin hygiene:flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",other
10030115,next look men white solid polo collar t-shirt,next look,men,503,5,"white solid t-shirt, has a polo collar, and short sleeves",white
10030741,shiseido waso purifying peel off mask 100 ml,shiseido,unisex,2160,4,"what it is:a refreshing and purifying rinse off clay mask that helps absorb skin dulling impurities for skin that looks visibly refined and refreshed. encourages the appearance of a flawless, rested-looking complexion with regular use. skin is clarified and looks visibly awakened.benefits:- clears away impurities lodged in the surface texture and pores at once, to reveal fresh, smooth skin as if it was renewed- the paste turns into a film that adheres snugly to the skin texture and pores- mineral elements help bring clarity to skin- contains key washoku ingredients - shiso extract, whole loquat leaf cells and anti-pollution powder- paraben free, mineral oil freesuitable for dry skin. dermatologist-tested.about the brand: for over 145 years, shiseido has defined the concept of beauty and spread its knowledge and power onto the world with its highest quality products in brightening and anti-aging skincare, makeup and fragrance range.japan's largest cosmetics and skincare company, shiseido has been offering products supporting youthful-looking skin through the ages with innovative formulas, eastern tradition and holistic philosophies.",other
10019759,carlton london women rust red solid bardot top,carlton london,women,625,5,"rust red solid woven bardot top, has an off-shoulder neck, and three-quarter sleeves",red
10020069,locomotive men white slim fit solid casual shirt,locomotive,men,559,5,"white solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and one patch pocket",white
10027833,park avenue men white regular fit self design formal shirt,park avenue,men,1119,5,"white self-design formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",white
10024495,sej by nisha gupta green & blue printed table placemat,sej by nisha gupta,unisex,399,3,set content: 1 table mat shape: rectangle colour: green and blue pattern: printed suitable for: 1 seater table material: cotton ,blue
10032463,here&now women pink solid bomber jacket,here&now,women,999,7,"pink solid jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining",pink
10030055,next look men blue regular fit solid casual shirt,next look,men,505,5,"blue solid casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket",blue
10027911,park avenue men pink slim fit self design formal shirt,park avenue,men,1119,5,"pink self-design formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",pink
10030423,geox men grey perforated suede leather boat shoes,geox,men,3499,5,"a pair of round-toe grey boat shoes with tie-up detailing, has regular styling, slip-on detailsuede leather upper with perforationscushioned footbedtextured and patterned outsolewarranty: 6 monthswarranty provided by brand/manufacturerengineered with waterproof lining",grey
10028827,park avenue men grey regular fit solid formal trousers,park avenue,men,919,5,"grey solid mid-rise trousers, button closure, and 4 pocketsdisclaimer: the stylist has paired this pair of trousers with a belt. this pair of trousers does not come with a belt.",grey
10029069,geox men black solid leather formal derbys,geox,men,8499,5,"a pair of black solid round-toed formal derbysleather uppercushioned footbedtextured and patterned outsole, has a stacked heelwarranty: 6 monthswarranty provided by brand/manufacturer",black
10021489,bitiya by bhama girls mustard yellow & red solid top with trousers,bitiya by bhama,girls,883,5,"this clothing set consists of top and trousersmustard yellow self-design top, has a round neck, sleevelessred solid trousers, has a slip-on closure",red
10019745,carlton london women black & pink floral printed maxi dress,carlton london,women,1124,5,"black and pink printed woven maxi dress, has a mandarin collar, three-quarter sleeves, concealed zip closure, an attached lining, and flared hem",black
10027763,park avenue men blue slim fit self design formal shirt,park avenue,men,899,5,"blue self-design formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",blue
10033595,shiseido syncro skin illuminator rose gold 40 ml,shiseido,women,2160,4,"what it is:a long lasting revolutionary water-based illuminator. it brings radiance to any skin tone, and adds a touch of light to dull and fatigued skins.features:pure radiance with a patented technologyadapts to your skin using synchronized technology8-hour lasting validationnatural finishinnovative lightweight texture75% water-based gel formulationoil-free, alcohol-free, fragrance-free, paraben-freenon-comedogenicdermatologist tested",gold
10028323,park avenue men blue slim fit solid formal shirt,park avenue,men,854,5,"blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",blue
10028991,msc women pink woven design open toe flats,msc,women,679,5,"a pair of pink & gold-toned open-toed flats, has regular styling, no back strap detailsynthetic uppercushioned footbedtextured and patterned outsole",pink
10018991,geox men navy blue woven design sneakers,geox,men,5249,5,"a pair of round-toe navy blue & grey sneakers, has regular styling, lace-up detailtextile upper with woven design detailcushioned footbedtextured and patterned outsolewarranty: 6 monthswarranty provided by brand/manufacturerengineered with waterproof lining",blue
10032643,here&now men olive green camouflage printed hooded puffer jacket,here&now,men,1749,8,"olive green and black camouflage printed puffer jacket, has a detachable hood, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining with 1 pocket",green
10024537,raymond men charcoal solid regular-fit single-breasted blazer,raymond,men,2699,5,"charcoal grey solid slim-fit blazer, has a notched lapel, single-breasted with double button closures, long sleeves, three pockets, an attached lining and a double vented back hem",charcoal
10019139,xyxx men printed pack of 2 remix pure cotton boxer xybox2pckn149,xyxx,men,670,4,"pack of 2 blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.key features:intelli ease:our intelli ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. fit: relaxed fit for everyday wear.functionality: dual side pockets to keep important belongings and a concealed button placket.waistband:soft, anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.skin hygiene:enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",other
10024845,crocs literide  men black woven design sneakers,crocs,men,2697,5,"a pair of round-toe black sneakers, has regular styling, lace-up detailmesh uppercushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",black
10024767,parx men black tapered fit solid regular trousers,parx,men,854,5,"black solid mid-rise trousers, zip closure, and 1 pockets",red
10027735,park avenue men blue slim fit solid casual shirt,park avenue,men,804,5,"blue solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem",blue
10029035,geox women black solid leather flats,geox,women,3499,5,"a pair of black pointed toe flats, has regular styling, backstrap detailleather uppercushioned footbedtextured and patterned outsolewarranty: 6 monthswarranty provided by brand/manufacturer",black
10035813,next look men multicoloured striped polo collar t-shirt,next look,men,503,5,"multicoloured striped t-shirt, has a polo collar, and short sleeves",red
10018979,geox women black sequinned sneakers,geox,women,4999,5,"a pair of round-toe black sequinned sneakers, has regular styling, lace-up detailleather and pailettes sequin uppercushioned footbedtextured and patterned outsoleengineered with waterproof liningwarranty: 6 monthswarranty provided by brand/manufacturer",black
10033775,shiseido 04 eiko minimalist whipped powder blush 5 g,shiseido,women,2125,4,"shade no: 04shade name: eikowhat it isthis air-whipped cream blush transforms into a long-lasting, weightless, breathable powder with a soft matte finishwhat it doesthis blush uses breakthrough airfusion technology to blend effortlessly across skin. the mousse-like texture transforms into an ultra-thin, featherweight powder with a soft matte finish that lasts eight hours. available in six vivid shades inspired by the house of shiseido's muses and collaborators of the past and present.",other
10018935,exclusivelane brown wooden hand carving depicting owl motif tissue holder,exclusivelane,unisex,1071,4,pattern: texturedfinish: mattematerial: woodfeatures:- perfect for dining table or office table to organize tissue papers.- the owl motif is hand carved in sheesham wood attached to the napkin holder.- hand carved in sheesham wood.- the product has been made by hand and may have slight irregularities that are a natural outcome of the human involvement in the process.- comes in dark brown color.,brown
10018983,exclusivelane brown wooden handcrafted sheesham wood owl block cutlery holder,exclusivelane,unisex,1470,5,"type: cutlery and toothpick holdercolour: brownpattern: owlfeatures:- ideal for storing day-to-day dining cutlery like spoons, forks, etc.- can also be used as utility container or knick-knacks holder to organize your work desk and can also be used to keep stationery items.- comes with 3 partitions to store cutlery, napkins & toothpicks separately.- the owl block is hand engraved in sheesham wood attached to the holder.- made in sheesham wood.- the product has been made by hand and may have slight irregularities that are a natural outcome of the human involvement in the process.",brown
10019567,wild stone men edge eau de parfum 100 ml,wild stone,men,449,5,edge eau de parfum,other
10029271,geox women off-white solid leather open toe flats,geox,women,2999,5,"a pair of off-white solid leather open-toed flats, has regular styling, buckle detailleather uppercushioned footbedtextured and patterned outsole",white
10030581,indibelle women maroon & yellow printed kurta with trousers,indibelle,women,1007,5,"maroon and yellow printed kurta with trousersmaroon straight calf length kurta, has a v-neck, three-quarter sleeves, straight hem, side slitsyellow solid trousers, has partially elasticated waistband, button closure",yellow
10018921,sej by nisha gupta green & orange printed table runner,sej by nisha gupta,unisex,599,3,set content: one runner type: table runner colour: green and orange fabric: polycotton shape: rectangular pattern: printed disclaimer : product colour may slightly vary due to photographic lighting sources or your monitor settings.,green
10029003,msc women blue solid open toe flats,msc,women,649,5,"a pair of blue open-toed flats, has mid-top styling, buckle detailsynthetic uppercushioned footbedtextured and patterned outsole",blue
10029745,force 10 men red mesh running shoes,force 10,men,779,5,"a pair of red running sports shoes, has regular styling, lace-up detailmesh uppercushioned footbedtextured and patterned outsole",red
10030889,tulsattva women pink & blue printed kurta with trousers,tulsattva,women,1257,5,"pink and blue printed kurta with trouserspink straight calf length kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slitsblue solid trousers, has partially elasticated waistband, drawstring closure",blue
10026227,park avenue women orange solid round neck t-shirt,park avenue,women,503,5,"orange solid t-shirt, has a round neck, and short sleeves",orange
10019647,carlton london women yellow & pink printed shirt dress,carlton london,women,812,5,"yellow and pink printed woven shirt dress, has a shirt collar, sleeveless, button placket, an attached lining, and flared hem",yellow
10025345,dkny grey solid shoulder bag,dkny,women,7720,7,"grey solid shoulder bag, has a zip closure1 main compartment, 2 external and 2 inner pocketstablet sleeve: yestwo handles with detachable sling strapwarranty: 3 yearswarranty provided by brand/manufacturer",grey
10018845,raymond men green regular fit solid formal shirt,raymond,men,3299,5,"green solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",green
10020721,rocia women beige & maroon woven design sandals,rocia,women,2632,5,"a pair of beige & maroon open toe sandals, has regular styling, open back detailsynthetic uppercushioned footbedtextured and patterned outsole, has a wedge heelwarranty: 3 monthswarranty provided by brand/manufacturer",beige
10032865,dressberry women black printed hooded sweatshirt,dressberry,women,1599,5,"black printed sweatshirt, has long sleeves, attached hood",black
10032583,here&now women charcoal grey solid longline parka jacket,here&now,women,2379,7,"charcoal grey solid longline parka jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester liningcomes with a detachable fur collar",grey
10028987,msc women blue woven design open toe flats,msc,women,679,5,"a pair of blue open-toed flats, has regular styling, no back strap detailsynthetic uppercushioned footbedtextured and patterned outsole",blue
10028383,park avenue men orange solid polo collar t-shirt,park avenue,men,584,5,"orange solid printed t-shirt, has a polo collar, short sleeves, one pocket",orange
10027615,park avenue men blue slim fit solid formal shirt,park avenue,men,734,5,"blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",blue
10018871,sej by nisha gupta mustard & grey printed table runner,sej by nisha gupta,unisex,699,3,set content: one runner type: table runner colour: mustard and grey fabric: polycotton shape: rectangular pattern: floral disclaimer : product colour may slightly vary due to photographic lighting sources or your monitor settings.,grey
10028933,msc women sea green woven design one toe flats,msc,women,649,5,"a pair of sea green open-toed flats, has regular styling, no back strap detailsynthetic uppercushioned footbedtextured and patterned outsole",green
